latitude,longitude
36.7341,69.5336
14.7998,-91.3977
21.8863,94.6801
21.9341,94.8748
-19.747,-47.9373
16.9466,44.8583
16.9962,44.8902
16.9628,44.8925
16.9647,44.9188
16.9457,44.8946
16.8986,44.8431
16.9812,44.9479
14.0323,0.2253
7.927,31.4949
33.754,44.6052
35.7552,39.6075
25.9249,-99.1831
-5.5836,-36.9139
-12.2667,-38.9667
13.2003,6.4071
-3.6426,29.1494
-3.925,28.8651
-4.3011,28.9441
16.6891,98.5089
21.9297,95.1523
19.5897,97.2031
21.8305,94.5782
16.0604,97.8812
33.133,70.0347
22.5471,85.8024
26.099,62.364
27.3709,62.331
16.908,-92.0958
22.7468,-102.5188
19.8822,97.2772
16.4097,43.0588
-3.1019,-60.025
21.9288,94.7301
32.6631,36.1145
34.898,38.2827
19.4841,-99.1844
-22.8569,-43.3008
-22.3761,-56.9171
-19.9208,-43.9378
-17.8752,-44.176
-15.6467,-56.1325
0.4582,29.2439
-4.3415,28.2844
-18.3,47.6167
8.5333,34.8
8.4833,39.3
6.2601,21.1966
12.2975,0.3386
22.8611,94.3379
20.8778,95.8584
17.073,97.4129
16.6891,98.5089
21.0248,95.8805
24.1009,98.3161
14.6008,-0.719
13.5202,46.7137
13.8,43.4755
13.7437,43.4671
13.7395,43.4862
13.7259,43.4674
13.7514,43.4938
13.7011,43.4874
13.8137,43.4909
13.8235,43.4808
13.7294,43.5061
13.8123,43.5042
14.6306,-90.6067
15.3166,45.4067
15.3071,45.386
8.6769,125.6469
33.8244,74.853
33.7352,75.0625
4.994,31.8667
17.991,-94.5484
-22.7592,-43.4511
-5.8941,-35.7648
11.2294,-74.1909
-19.7669,-44.0867
2.0652,45.39
31.2878,34.2369
6.3163,8.1169
-3.4946,28.4415
24.1009,98.3161
33.6271,74.2747
30.1999,67.0097
26.0001,63.0527
37.1687,41.4041
35.3652,37.7886
27.0377,14.4283
6.2101,7.0741
10.8635,13.5189
8.8333,125.1167
10.0988,122.8705
19.4841,-99.1844
37.2216,69.4975
15.3071,45.386
35.2271,69.4051
35.3129,69.5152
0.7896,29.8123
4.452,34.1881
35.158,40.4277
13.8072,-89.1792
17.9712,-76.7928
7.2684,-72.6421
-5.0892,-42.8019
-22.7444,-42.8594
-3.6894,28.8373
14.1776,-3.8586
13.2119,12.8547
-4.7656,28.699
13.5676,-1.521
11.1625,7.2941
-2.2817,28.6781
-3.3532,28.891
8.6667,36.75
8.75,36.5
8.7539,39.8339
10.937,13.7176
3.3685,43.6726
21.3349,95.0844
24.1009,98.3161
22.4329,94.8485
22.4329,94.8485
34.0857,74.8056
34.0857,74.8056
22.7691,95.4304
32.2211,35.2544
26.3494,-9.5765
-12.1111,37.673
5.5263,7.4896
13.7242,-89.1703
-30.0331,-51.23
33.6007,73.0679
15.311,45.3061
15.3071,45.386
35.3129,69.5152
22.0831,94.9021
21.4198,93.5174
21.5054,94.1289
4.2297,33.497
33.2626,35.2388
34.4322,40.9923
33.3248,44.4213
13.9572,-89.1897
13.2407,-87.9052
18.0275,-95.5283
19.4313,-99.1531
-22.9064,-43.1822
-3.7217,-53.7369
-1.3553,-48.3419
-23.7169,-46.8492
14.3537,46.9006
2.15,45.116
15.2275,1.3135
-2.9427,28.9373
9.25,36.7833
2.1844,45.2944
18.2322,95.7982
21.9589,96.0912
21.902,96.1042
33.8921,75.058
32.2147,70.3773
31.9286,70.4592
0.8917,35.8851
10.4414,12.1193
13.859,122.8219
-22.7444,-42.8594
3.4376,-76.519
0.6144,29.2865
13.3568,45.6971
15.311,45.3061
15.3071,45.386
32.9705,70.2785
34.025,45.09
21.5196,94.1262
35.5044,39.9405
13.4833,-88.1833
0.0389,-51.0664
-12.6125,-38.2969
-22.8872,-42.0262
-27.027,-48.654
-2.2416,-49.4962
18.8,1.95
12.3738,6.4497
31.1316,33.7984
8.7539,39.8339
10.0737,119.2029
6.9102,122.0738
25.6138,96.3148
21.6335,95.2417
32.9705,70.2785
34.4265,70.4515
15.5381,45.1357
19.4164,97.1332
21.6472,95.2954
12.9815,98.6938
22.6484,94.7582
32.2147,70.3773
20.5742,95.5674
15.311,45.3061
13.59,44.0295
34.6925,70.9264
15.1317,4.0732
11.6878,38.9232
34.3669,41.1389
-22.9147,-43.4879
-12.9711,-38.5108
-2.5297,-44.3028
1.99,44.9859
9.8667,44.9167
11.8288,12.6345
14.3537,46.9006
40.3522,45.1264
34.4173,74.6431
11.6878,38.9232
9.9898,39.8956
11.6878,38.9232
32.9912,36.0602
36.9599,44.6039
18.5833,-72.2667
27.4863,-99.5085
-16.6559,-49.5099
-2.936,-48.9523
8.35,17.7667
-10.7588,40.0159
11.9384,23.0992
5.689,45.9693
13.2119,12.8547
13.3044,12.7095
13.348,12.7741
13.4868,13.3296
22.5561,95.2366
24.1009,98.3161
22.6931,-101.4541
14.1325,43.3885
13.9818,43.5955
13.8473,43.5321
23.1998,94.3003
15.038,45.636
15.035,45.7019
-30.0331,-51.23
1.3351,-74.8472
-1.8848,-48.7651
12.05,0.783
13.7034,-2.1413
12.0769,15.0306
1.7294,30.3126
6.667,19.7999
-1.4131,29.3731
-18.9386,47.5167
1.8269,30.2033
15.975,45.7059
13.8457,43.5902
13.849,43.5797
18.9218,-99.2349
20.0887,-101.5152
27.8812,-101.5129
21.602,95.2131
19.4576,97.2828
14.023,98.1582
21.9341,94.8748
26.9817,64.1166
0.2505,29.3901
5.689,45.9693
32.5459,36.4257
22.577,95.5062
24.1009,98.3161
22.0831,94.9021
37.0921,43.4877
17.169,-99.522
34.4265,70.4515
35.2271,69.4051
14.5753,46.7648
20.9209,94.2671
33.0373,40.2826
-10.9176,-37.669
-22.7439,-43.7075
-22.5442,-44.1714
-22.8569,-43.3008
-20.4428,-54.6464
-16.3561,-49.6817
-20.1286,-40.3078
-16.7287,-43.8641
-8.7619,-63.9039
-22.8269,-43.0539
12.0769,15.0306
1.8038,30.2932
1.8038,30.2932
1.6608,30.3255
2.0669,30.8976
1.7294,30.3126
11.1054,13.8132
15.0704,3.0512
-17.4478,47.5029
2.0844,45.39
11.1842,13.9142
15.2509,45.3569
15.3576,45.3292
15.2415,45.4578
15.3166,45.4067
15.3071,45.386
13.8577,43.4924
13.8478,43.5195
13.8476,43.4999
13.8473,43.5321
21.3714,-102.6071
13.7869,-89.8572
16.8619,-99.8866
22.43,-100.2842
15.3041,97.9856
22.1086,95.1358
19.1701,97.2397
21.5166,94.7635
40.1067,46.0383
37.2843,70.416
36.7341,69.5336
33.7165,74.8342
28.4839,67.5874
-3.9911,28.7037
32.7362,36.0673
23.0822,95.5428
-12.1111,37.673
-3.1019,-60.025
14.6225,-90.5184
14.6225,-90.5184
14.5269,-90.5875
14.6353,-90.6764
15.1821,45.4622
16.3633,95.3357
22.6984,93.4278
7.1803,30.2189
35.4681,44.3922
-0.0369,-51.1726
-7.862,-38.7584
8.0185,-71.7651
14.537,-3.9633
2.0581,45.3003
13.0947,13.8234
4.2408,30.7163
31.1316,33.7984
6.3642,31.5326
1.8998,30.03
13.249,0.9555
13.2668,1.0284
11.128,13.8762
11.2771,49.1701
15.2415,45.4578
15.3424,45.2695
37.3521,38.2832
18.1758,-66.1613
25.6647,-100.311
29.0749,-110.959
13.5,-88.8667
18.4622,-97.392
22.7289,95.1877
19.4576,97.2828
36.7341,69.5336
33.3548,72.9335
5.3352,39.5712
7.3333,38.6667
10.9799,-74.8013
32.7826,35.9354
1.9887,29.9811
0.5088,32.1238
34.5167,69.1833
-3.1019,-60.025
-3.1019,-60.025
34.983,43.8697
14.6611,-90.8194
14.5269,-90.5875
31.2878,34.2369
21.2034,94.0306
34.949,70.7822
24.1816,96.3316
32.7507,36.304
4.0853,-76.1977
-23.5353,-46.2134
8.1167,12.05
3.007,43.8494
9.5245,7.0745
2.0333,45.35
15.975,45.7059
16.0833,45.5833
15.2509,45.3569
15.2415,45.4578
15.3424,45.2695
-3.7107,136.9975
16.5167,96.1709
22.0831,94.9021
16.9763,97.7752
21.9394,96.0958
-12.0653,40.4794
-12.0763,40.1087
32.8882,36.041
15.6492,97.8209
32.2802,35.0368
-3.1019,-60.025
33.9798,42.5556
22.2103,95.6108
37.0921,43.4877
34.5244,36.4696
35.5927,36.4944
-22.2459,-43.7069
-22.7604,-41.8933
12.0769,15.0306
16.2036,-0.4769
2.0549,45.33
13.3702,22.8902
31.1316,33.7984
0.8723,29.6118
13.3702,22.8902
12.6935,28.4232
13.146,27.6395
12.7961,0.9922
1.9833,44.8333
13.3568,45.6971
15.0751,45.2996
15.3424,45.2695
13.8473,43.5321
13.8476,43.4999
13.8691,43.5635
6.0247,121.0755
22.0896,96.0447
21.4522,94.4737
22.1086,95.1358
19.4576,97.2828
39.7601,46.7499
32.7507,36.304
35.7225,36.2781
7.0609,-69.4977
7.0322,-71.4357
35.0467,69.2919
35.7934,44.3006
14.725,-90.3622
23.3758,93.6539
21.2034,94.0306
35.8186,38.2169
35.3319,40.1461
-23.4253,-51.9386
-22.9147,-43.4879
-12.9711,-38.5108
-2.88,-41.6643
10.5427,1.212
13.8072,-1.7748
14.5273,0.2297
9.8244,12.625
3.9357,41.8542
8.6715,47.1586
8.5862,47.2586
13.4411,0.9074
2.7144,44.509
2.0195,45.31
13.9317,43.4831
15.3424,45.2695
39.3526,39.2089
21.9214,-99.3936
18.5435,-72.3388
22.5444,95.2977
11.3164,39.2513
10.8,39.5333
10.7244,39.874
11.15,39.9167
10.7341,39.835
10.7877,39.7771
10.7679,39.8361
32.6689,36.06
31.7767,35.2342
-3.1019,-60.025
36.2647,68.0155
15.1821,45.4622
31.2161,34.1111
4.452,34.1881
32.5173,35.1535
30.4477,47.7993
30.533,47.7975
35.079,39.6804
23.6464,-100.6442
13.3078,-87.8647
-4.9506,-37.1263
-18.7931,-52.6179
-22.9147,-43.4879
15.035,45.7019
1.9453,30.0464
2.0146,30.0425
12.2829,14.4724
-4.718,139.0698
24.3095,97.1689
16.8479,96.1252
-20.3194,-40.3378
-1.444,-48.4728
0.0389,-51.0664
6.1,10.65
1.35,29.8125
16.4089,-1.7662
13.3491,1.465
2.0833,45.1667
1.7186,44.7781
39.3526,39.2089
18.0417,-77.5071
32.5325,-117.019
1.8998,30.03
1.8998,30.03
8.4194,123.3898
22.6884,95.3209
22.911,93.6803
6.174,101.5155
22.1086,95.1358
-12.0763,40.1087
-10.7722,40.4756
31.2127,34.1475
21.2034,94.0306
35.7728,43.5897
35.7688,43.6301
35.6288,38.7581
20.6728,-101.3481
20.5739,-100.7476
-26.115,-49.8035
-5.6631,-37.7969
-22.8569,-43.3008
13.9833,43.3667
13.562,0.7357
4.9928,19.9736
5.3444,30.4494
1.7493,44.7437
11.4544,31.236
1.9369,30.0458
11.1275,14.1923
11.2336,14.0134
21.6125,94.8543
23.2736,98.1052
11.7767,0.4524
-22.4048,43.6574
2.0652,45.39
2.9704,45.5347
16.9402,43.7639
39.6476,44.4124
10.6649,39.7715
14.6225,-90.5184
34.4265,70.4515
6.97,124.5214
17.4604,96.9313
17.3871,43.2527
31.4922,46.3769
8.3485,30.1389
8.3961,30.1451
8.3064,30.1412
8.409,30.186
35.3652,37.7886
18.2317,-72.3229
-22.7592,-43.4511
-22.9147,-43.4879
7.4429,-75.3075
-9.6658,-35.7353
-10.4363,-36.54
-10.9111,-37.0717
-22.8569,-43.3008
0.0389,-51.0664
-20.3194,-40.3378
8.1928,-72.4953
-5.0892,-42.8019
-6.3947,-48.5591
15.038,45.636
15.035,45.7019
12.7678,1.262
1.2833,29.6833
2.0414,45.3337
12.6922,24.992
11.4544,31.236
2.0549,45.33
6.9761,124.5289
24.7782,96.3686
25.6138,96.3148
-23.9631,-46.3919
11.001,0.9908
10.7139,122.1344
11.6878,38.9232
8.7539,39.8339
10.0667,34.5333
6.5048,4.7839
-3.1019,-60.025
35.2271,69.4051
30.7044,33.3247
31.4922,46.3769
33.8244,74.853
8.3221,30.0963
